volume,zero_nmse,zero_ssim,zero_psnr,recon_val_loss,recon_nmse,recon_ssim,recon_psnr,nmse_absolute_reduction,nmse_relative_reduction_percent,ssim_absolute_improvement,psnr_improvement_db
file1000000,0.04932004377878688,0.5776081,28.209056447755252,4.2146753e-06,0.030310709977907333,0.65319014,30.32333553228075,0.01900933380087955,38.54281615430293,0.07558203,2.1142790845254993
file1000007,0.1345335607934079,0.40883222,23.68355947302956,8.015435e-06,0.09546242676411548,0.43118888,25.17354569974517,0.03907113402929241,29.0419236648993,0.02235666,1.489986226715608
file1000017,0.09111534521164272,0.5594782,27.70368554676493,5.1626043e-06,0.06543590812314923,0.6070202,29.141441373344716,0.02567943708849349,28.18343828785952,0.047541976,1.4377558265797852
file1000026,0.09074380891456181,0.4834812,25.36512191438738,4.9507753e-06,0.064806636032359,0.5277713,26.827100646660984,0.025937172882202805,28.582856717667077,0.044290096,1.4619787322736038
file1000031,0.049330138240503016,0.65284336,29.078066803055172,7.158151e-06,0.023546990659921205,0.7557,32.28983466682271,0.02578314758058181,52.26652204962259,0.102856636,3.211767863767541
file1000033,0.019674076002225444,0.7548097,29.777057099937707,6.754795e-06,0.004975994151427106,0.87206835,35.74720026475341,0.014698081850798338,74.70786353135851,0.11725867,5.970143164815703
file1000041,0.02875337140299756,0.735349,28.72358767175711,7.1498016e-06,0.006686392490590052,0.8706932,35.05855546570069,0.022066978912407505,76.74570958349256,0.1353442,6.334967793943584
file1000052,0.02110574665773787,0.82094985,34.484504468872515,6.70242e-06,0.008424000342436191,0.8963402,38.473334671557765,0.012681746315301678,60.08669828628047,0.07539034,3.98883020268525
file1000071,0.03411711020948133,0.7056856,31.01944094852003,7.715577e-06,0.017622414376717563,0.8015253,33.888507717529556,0.016494695832763764,48.34728302451536,0.09583968,2.8690667690095246
file1000073,0.040258604764411794,0.5775281,26.902510484368026,6.501853e-06,0.018351786182161916,0.6831835,30.314313443495667,0.02190681858224988,54.41524541261621,0.10565537,3.411802959127641
