volume,zero_nmse,zero_ssim,zero_psnr,recon_val_loss,recon_nmse,recon_ssim,recon_psnr,nmse_absolute_reduction,nmse_relative_reduction_percent,ssim_absolute_improvement,psnr_improvement_db
file1001191,0.0793829708504328,0.4400385,25.64500979939816,4.745793e-06,0.048354856159733284,0.52364945,27.79788303416446,0.03102811469069952,39.086613108950374,0.08361095,2.1528732347663
file1001202,0.04633633357945284,0.6167693,24.8929556692408,9.806865e-06,0.010835256314340626,0.7867864,31.20377549868772,0.035501077265112216,76.61606890894501,0.17001706,6.31081982944692
file1001219,0.06270345285077354,0.5568718,25.61120959014042,7.632902e-06,0.01722054990054413,0.70504713,31.22365472042789,0.045482902950229415,72.53652053017414,0.14817536,5.6124451302874725
file1001221,0.0722614831259337,0.6208817,25.161845516286267,6.9929415e-06,0.011577654383634348,0.81538004,33.114714948917474,0.06068382874229935,83.97811132182633,0.19449836,7.952869432631207
file1001262,0.06555138775955485,0.5885142,28.762879948234325,4.9912433e-06,0.03910515416143542,0.6683448,31.006365681218746,0.026446233598119435,40.3442772182418,0.07983059,2.2434857329844213
file1001275,0.16955127031903575,0.33598107,23.86269244454891,6.05434e-06,0.11124693114178184,0.40496695,25.692827349140867,0.0583043391772539,34.38743871841578,0.06898588,1.830134904591958
file1001289,0.06689397953583304,0.53680784,27.43001028263236,8.475404e-06,0.03720933633768981,0.6380323,29.977361387965836,0.029684643198143228,44.375657427051536,0.10122448,2.547351105333476
file1001298,0.059805514417750005,0.7283624,28.029598530619957,9.131253e-06,0.00917484715237219,0.88715214,36.171020608137525,0.050630667265377814,84.65886090656359,0.15878975,8.141422077517568
file1001331,0.052940497022604345,0.72229755,27.352716011685494,1.36332255e-05,0.007311857563272713,0.88999474,35.95031979025036,0.045628639459331634,86.1885362350287,0.16769719,8.597603778564867
file1001338,0.07680737379068042,0.46255478,26.45800571176826,4.9979813e-06,0.04933664995079529,0.55516016,28.38033938900501,0.02747072383988513,35.76573769433885,0.09260538,1.9223336772367503
file1001339,0.08601163971723014,0.5909527,24.6357333643293,8.330099e-06,0.016496893183581975,0.7958162,31.80728446172572,0.06951474653364817,80.82016197131368,0.20486349,7.171551097396421
file1001344,0.06366943481529784,0.5492718,27.57608007122334,5.013384e-06,0.03404109591426552,0.65075654,30.295368307288793,0.029628338901032322,46.53463469085723,0.101484716,2.7192882360654522
file1001365,0.07002274768300294,0.48961177,26.76465158332151,4.6151636e-06,0.0446598720939708,0.5778613,28.717871194286285,0.025362875589032143,36.22090881644827,0.088249534,1.9532196109647764
file1001381,0.07015309788541961,0.71724874,27.871065696566056,1.2767796e-05,0.00966146589641788,0.89026546,36.48109759449846,0.06049163198900173,86.2280267192222,0.17301673,8.610031897932402
file1001429,0.08344310576424159,0.5718141,27.98302065844513,5.306336e-06,0.042173971818202795,0.67144656,30.946485810279878,0.041269133946038795,49.457811484917336,0.09963244,2.963465151834747
file1001440,0.06832804690898052,0.588545,29.108317286129825,4.696442e-06,0.037388657665342606,0.6881311,31.726909096361982,0.030939389243637913,45.28065800688278,0.09958607,2.6185918102321573
file1001444,0.09474372413972626,0.7747428,29.03490569282733,1.2472849e-05,0.015465182758700532,0.91458356,36.90685820198084,0.07927854138102573,83.6768261970653,0.13984078,7.871952509153509
file1001450,0.12680441324199074,0.60942054,30.49204447318845,5.4669163e-06,0.0822250248447313,0.6908447,32.37334808845605,0.04457938839725943,35.15602277358053,0.08142418,1.8813036152675977
file1001458,0.0479308807726557,0.7416005,28.69176002301849,1.7716815e-05,0.01127233383987919,0.87056684,34.97777530629431,0.03665854693277651,76.48210577780578,0.12896633,6.286015283275823
file1001480,0.1299724340944927,0.43394133,26.167179927488814,5.5366377e-06,0.089041985700739,0.4948314,27.809742461060406,0.04093044839375369,31.49163796070511,0.06089008,1.642562533571592
file1001497,0.09489179679121547,0.70752585,27.238365602524176,8.3416035e-06,0.012567125526036303,0.88454425,36.01829772790418,0.08232467126517917,86.75636256136349,0.1770184,8.77993212538
file1001499,0.14169724932965416,0.34608212,23.87323246299237,5.441308e-06,0.09677639466313423,0.40377527,25.529153225068857,0.04492085466651993,31.701994836902575,0.057693154,1.6559207620764873
file1001506,0.036094994750436905,0.74373573,28.651740395260376,1.7492555e-05,0.008293725756047728,0.86243534,35.038711677921754,0.02780126899438918,77.02250460654982,0.11869961,6.386971282661378
file1001533,0.1175560129876387,0.49133247,27.153276257617826,5.661977e-06,0.07770895904316535,0.5689137,28.95102667757278,0.03984705394447334,33.89622779114102,0.07758123,1.797750419954955
file1001557,0.15995305664902545,0.3276972,23.32640323773571,5.765012e-06,0.09619418077320603,0.4014451,25.534847236598903,0.06375887587581942,39.86099247588707,0.0737479,2.208443998863192
file1001566,0.0780434525132277,0.7168963,30.269606858164806,1.0342545e-05,0.036080737660425945,0.81640613,33.620225961220136,0.04196271485280175,53.768398887388315,0.099509835,3.3506191030553296
file1001585,0.08128087878863444,0.71757746,29.218386474616707,1.2094532e-05,0.0249329303982843,0.8557144,34.350536832353505,0.056347948390350136,69.32497437297555,0.13813692,5.132150357736798
